latitude,longitude,extent,timestamp,traffic_police_station,day_of_week,hour_of_day,junction_name,1km_grid_id,anomaly
17.4728318,78.387634,400,2024-03-22 20:15:08,Kukatpally,Friday,20,KHAITHLAPUR,881,1
17.4728318,78.387634,726,2024-03-22 20:00:07,Kukatpally,Friday,20,KHAITHLAPUR,881,1
17.4728318,78.387634,400,2024-03-22 17:00:07,Kukatpally,Friday,17,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-03-22 10:30:15,Kukatpally,Friday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,544,2024-03-22 10:15:08,Kukatpally,Friday,10,KPHB7THPHASE,785,1
17.4728318,78.387634,1054,2024-03-21 10:30:18,Kukatpally,Thursday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,1672,2024-03-21 09:30:16,Kukatpally,Thursday,9,,833,1
17.4634039,78.385392,800,2024-03-20 11:00:11,Kukatpally,Wednesday,11,,833,1
17.4728318,78.387634,436,2024-03-20 09:30:09,Kukatpally,Wednesday,9,,785,1
17.4728318,78.387634,436,2024-03-20 09:15:08,Kukatpally,Wednesday,9,,785,1
17.4728318,78.387634,544,2024-03-20 09:00:21,Kukatpally,Wednesday,9,,785,1
17.4741848,78.3881751,326,2024-03-20 09:00:21,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,544,2024-03-20 08:45:07,Kukatpally,Wednesday,8,KPHB7THPHASE,785,1
17.4728318,78.387634,254,2024-03-20 08:15:09,Kukatpally,Wednesday,8,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-03-19 10:45:07,Kukatpally,Tuesday,10,,833,1
17.4634039,78.385392,1890,2024-03-19 10:30:17,Kukatpally,Tuesday,10,,834,1
17.4634039,78.385392,1672,2024-03-19 09:45:07,Kukatpally,Tuesday,9,,833,1
17.4728318,78.387634,290,2024-03-19 09:15:07,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2024-03-18 20:00:12,Kukatpally,Monday,20,KPHB7THPHASE,833,1
17.4634039,78.385392,1672,2024-03-18 10:00:08,Kukatpally,Monday,10,,833,1
17.4634039,78.385392,400,2024-03-18 09:45:08,Kukatpally,Monday,9,,833,1
17.4741848,78.3881751,254,2024-03-18 09:45:08,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,508,2024-03-16 20:30:09,Kukatpally,Saturday,20,KHAITHLAPUR,881,1
17.4728318,78.387634,508,2024-03-16 20:15:07,Kukatpally,Saturday,20,KHAITHLAPUR,881,1
17.4728318,78.387634,654,2024-03-16 20:00:08,Kukatpally,Saturday,20,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-15 19:15:10,Kukatpally,Friday,19,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-15 19:00:16,Kukatpally,Friday,19,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-15 18:15:13,Kukatpally,Friday,18,KHAITHLAPUR,929,1
17.4728318,78.387634,508,2024-03-15 18:00:42,Kukatpally,Friday,18,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-15 17:00:34,Kukatpally,Friday,17,KHAITHLAPUR,929,1
17.4728318,78.387634,836,2024-03-14 11:00:15,Kukatpally,Thursday,11,KHAITHLAPUR,881,1
17.4728318,78.387634,580,2024-03-14 10:30:15,Kukatpally,Thursday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,1380,2024-03-14 09:45:08,Kukatpally,Thursday,9,,834,1
17.4728318,78.387634,618,2024-03-13 19:00:24,Kukatpally,Wednesday,19,KHAITHLAPUR,881,1
17.4728318,78.387634,726,2024-03-13 18:45:09,Kukatpally,Wednesday,18,KHAITHLAPUR,881,1
17.4634039,78.385392,400,2024-03-13 15:15:17,Kukatpally,Wednesday,15,,833,1
17.4728318,78.387634,400,2024-03-13 14:45:07,Kukatpally,Wednesday,14,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-03-13 11:45:09,Kukatpally,Wednesday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-03-13 11:30:07,Kukatpally,Wednesday,11,KPHB7THPHASE,833,1
17.4634039,78.385392,1380,2024-03-13 11:15:09,Kukatpally,Wednesday,11,,834,1
17.4741848,78.3881751,326,2024-03-13 10:45:10,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,290,2024-03-13 10:45:10,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,580,2024-03-13 10:30:09,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,580,2024-03-13 10:00:09,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-03-13 10:00:09,Kukatpally,Wednesday,10,,833,1
17.4728318,78.387634,1526,2024-03-13 09:45:09,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,1380,2024-03-13 09:30:10,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-03-13 09:30:10,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2024-03-13 09:00:10,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,1780,2024-03-13 08:45:07,Kukatpally,Wednesday,8,,833,1
17.4728318,78.387634,290,2024-03-12 11:00:13,Kukatpally,Tuesday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,1162,2024-03-12 10:45:11,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,762,2024-03-12 10:30:12,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-03-12 10:00:07,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,980,2024-03-12 09:45:08,Kukatpally,Tuesday,9,,833,1
17.4728318,78.387634,1236,2024-03-12 09:30:19,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,1962,2024-03-12 09:00:10,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,1526,2024-03-12 08:45:09,Kukatpally,Tuesday,8,KPHB7THPHASE,833,1
17.4728318,78.387634,290,2024-03-11 19:45:07,Kukatpally,Monday,19,KHAITHLAPUR,929,1
17.4723852,78.4302629,1272,2024-03-11 19:15:07,Kukatpally,Monday,19,MOOSAPET,1073,1
17.4762248,78.4229841,1162,2024-03-11 19:15:07,Kukatpally,Monday,19,ACPOFFICE,1025,1
17.4728318,78.387634,290,2024-03-11 19:15:07,Kukatpally,Monday,19,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-11 19:00:13,Kukatpally,Monday,19,KHAITHLAPUR,929,1
17.4728318,78.387634,544,2024-03-11 18:45:07,Kukatpally,Monday,18,KHAITHLAPUR,929,1
17.4728318,78.387634,400,2024-03-11 10:30:10,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2024-03-11 10:15:07,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1126,2024-03-11 09:15:07,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2024-03-09 19:15:07,Kukatpally,Saturday,19,KHAITHLAPUR,881,1
17.4728318,78.387634,654,2024-03-09 19:00:20,Kukatpally,Saturday,19,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-09 11:15:09,Kukatpally,Saturday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,762,2024-03-07 11:45:07,Kukatpally,Thursday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,1818,2024-03-07 10:45:12,Kukatpally,Thursday,10,,833,1
17.4728318,78.387634,400,2024-03-06 21:30:09,Kukatpally,Wednesday,21,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-03-06 20:15:09,Kukatpally,Wednesday,20,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,400,2024-03-06 10:45:09,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1818,2024-03-06 09:45:08,Kukatpally,Wednesday,9,,833,1
17.4728318,78.387634,400,2024-03-06 09:00:07,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-03-05 11:15:08,Kukatpally,Tuesday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-03-05 10:15:09,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,580,2024-03-05 10:00:07,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1200,2024-03-05 09:45:07,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,762,2024-03-05 09:30:07,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4741848,78.3881751,326,2024-03-04 10:30:17,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-03-04 10:15:08,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-03-04 10:00:07,Kukatpally,Monday,10,,833,1
17.4634039,78.385392,400,2024-03-04 09:45:08,Kukatpally,Monday,9,,833,1
17.4728318,78.387634,362,2024-03-04 09:00:09,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,290,2024-03-02 09:15:07,Kukatpally,Saturday,9,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-02 09:00:07,Kukatpally,Saturday,9,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-02 08:45:07,Kukatpally,Saturday,8,KHAITHLAPUR,929,1
17.4728318,78.387634,290,2024-03-01 20:30:23,Kukatpally,Friday,20,KHAITHLAPUR,929,1
17.4728318,78.387634,508,2024-03-01 20:15:07,Kukatpally,Friday,20,KHAITHLAPUR,881,1
17.4728318,78.387634,290,2024-03-01 20:00:31,Kukatpally,Friday,20,KHAITHLAPUR,929,1
17.4728318,78.387634,400,2024-03-01 09:45:07,Kukatpally,Friday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,1380,2024-02-28 10:45:08,Kukatpally,Wednesday,10,,833,1
17.4741848,78.3881751,326,2024-02-28 10:30:07,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,580,2024-02-28 10:15:07,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-02-28 10:15:07,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,1672,2024-02-28 10:00:07,Kukatpally,Wednesday,10,,833,1
17.4728318,78.387634,290,2024-02-28 09:45:07,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,762,2024-02-28 09:30:09,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4741848,78.3881751,254,2024-02-28 09:15:07,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-02-27 11:00:12,Kukatpally,Tuesday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-02-27 10:45:07,Kukatpally,Tuesday,10,,833,1
17.4728318,78.387634,290,2024-02-27 10:15:07,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,872,2024-02-27 09:45:07,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4741848,78.3881751,254,2024-02-27 09:15:07,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,762,2024-02-26 11:00:13,Kukatpally,Monday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,980,2024-02-26 10:45:08,Kukatpally,Monday,10,,833,1
17.4728318,78.387634,400,2024-02-26 10:15:07,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,872,2024-02-26 09:45:07,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-02-23 10:15:07,Kukatpally,Friday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-02-23 10:00:07,Kukatpally,Friday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,762,2024-02-22 11:15:07,Kukatpally,Thursday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,1162,2024-02-22 11:00:08,Kukatpally,Thursday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-02-22 10:30:28,Kukatpally,Thursday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,1200,2024-02-22 10:15:07,Kukatpally,Thursday,10,,833,1
17.4728318,78.387634,654,2024-02-22 09:45:07,Kukatpally,Thursday,9,KPHB7THPHASE,833,1
17.4634039,78.385392,800,2024-02-22 08:30:07,Kukatpally,Thursday,8,,833,1
17.4741848,78.3881751,290,2024-02-21 10:45:10,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-02-21 10:15:07,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-02-21 09:45:07,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,980,2024-02-20 10:30:07,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,690,2024-02-20 10:15:07,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1126,2024-02-20 10:00:12,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,800,2024-02-20 09:30:27,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-02-19 09:45:07,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-02-19 09:15:07,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2024-02-14 19:00:04,Kukatpally,Wednesday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-02-14 16:15:08,Kukatpally,Wednesday,16,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-02-14 11:30:04,Kukatpally,Wednesday,11,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-02-14 10:32:50,Kukatpally,Wednesday,10,,833,1
17.4728318,78.387634,580,2024-02-14 10:00:04,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-02-13 11:45:05,Kukatpally,Tuesday,11,,833,1
17.4728318,78.387634,1818,2024-02-13 10:45:04,Kukatpally,Tuesday,10,,833,1
17.4728318,78.387634,1818,2024-02-13 10:30:04,Kukatpally,Tuesday,10,,833,1
17.4741848,78.3881751,690,2024-02-13 10:15:04,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1926,2024-02-13 10:00:04,Kukatpally,Tuesday,10,,833,1
17.4728318,78.387634,580,2024-02-13 09:45:04,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4741848,78.3881751,580,2024-02-13 09:30:04,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4950303,78.3946013,1672,2024-02-10 12:15:44,Kukatpally,Saturday,12,JNTU,879,1
17.4728318,78.387634,400,2024-02-09 20:15:43,Kukatpally,Friday,20,KHAITHLAPUR,882,1
17.4728318,78.387634,254,2024-02-09 19:15:51,Kukatpally,Friday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-02-09 19:00:59,Kukatpally,Friday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,400,2024-02-09 10:00:58,Kukatpally,Friday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,980,2024-02-08 10:33:50,Kukatpally,Thursday,10,,833,1
17.4728318,78.387634,1054,2024-02-08 10:15:49,Kukatpally,Thursday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,800,2024-02-08 08:30:49,Kukatpally,Thursday,8,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-02-07 19:45:43,Kukatpally,Wednesday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,726,2024-02-07 19:15:43,Kukatpally,Wednesday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,726,2024-02-07 19:01:30,Kukatpally,Wednesday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,580,2024-02-07 11:45:44,Kukatpally,Wednesday,11,,833,1
17.4728318,78.387634,362,2024-02-07 11:31:49,Kukatpally,Wednesday,11,KPHB7THPHASE,833,1
17.4741848,78.3881751,290,2024-02-07 11:15:43,Kukatpally,Wednesday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,1200,2024-02-07 11:00:57,Kukatpally,Wednesday,11,KPHB7THPHASE,833,1
17.4728318,78.387634,436,2024-02-07 10:45:58,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1308,2024-02-07 10:31:09,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,2144,2024-02-07 10:15:48,Kukatpally,Wednesday,10,,833,1
17.4728318,78.387634,254,2024-02-07 10:15:48,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,580,2024-02-07 09:45:43,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,800,2024-02-07 09:30:57,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,800,2024-02-07 09:02:25,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4741848,78.3881751,1018,2024-02-06 10:45:49,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,2144,2024-02-06 10:31:14,Kukatpally,Tuesday,10,,833,1
17.4741848,78.3881751,1018,2024-02-06 10:15:45,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,1126,2024-02-06 10:01:07,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1236,2024-02-06 09:45:43,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-02-06 09:31:20,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,1418,2024-02-06 09:15:43,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-02-06 09:15:43,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-02-05 20:45:43,Kukatpally,Monday,20,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-02-05 19:30:49,Kukatpally,Monday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-02-05 19:01:21,Kukatpally,Monday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-02-05 18:45:43,Kukatpally,Monday,18,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-02-05 18:31:06,Kukatpally,Monday,18,KPHB4PHASEMAJIDA,881,1
17.4634039,78.385392,1672,2024-02-05 10:15:44,Kukatpally,Monday,10,,833,1
17.4728318,78.387634,362,2024-02-05 10:00:50,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,436,2024-02-05 09:45:43,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-02-05 09:45:43,Kukatpally,Monday,9,,833,1
17.4728318,78.387634,654,2024-02-05 09:15:43,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-02-05 08:45:44,Kukatpally,Monday,8,,833,1
17.4634039,78.385392,580,2024-02-04 18:31:08,Kukatpally,Sunday,18,,833,1
17.4728318,78.387634,400,2024-02-03 20:00:49,Kukatpally,Saturday,20,KHAITHLAPUR,882,1
17.4728318,78.387634,400,2024-02-03 19:45:43,Kukatpally,Saturday,19,KHAITHLAPUR,882,1
17.4728318,78.387634,254,2024-02-03 18:30:51,Kukatpally,Saturday,18,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,400,2024-02-03 17:45:43,Kukatpally,Saturday,17,KHAITHLAPUR,882,1
17.4728318,78.387634,400,2024-02-02 19:45:43,Kukatpally,Friday,19,KHAITHLAPUR,882,1
17.4728318,78.387634,254,2024-02-02 19:05:57,Kukatpally,Friday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,400,2024-02-02 18:15:45,Kukatpally,Friday,18,KHAITHLAPUR,882,1
17.4634039,78.385392,800,2024-02-01 11:15:43,Kukatpally,Thursday,11,,833,1
17.4634039,78.385392,1380,2024-02-01 10:33:03,Kukatpally,Thursday,10,,834,1
17.4634039,78.385392,1380,2024-02-01 09:45:43,Kukatpally,Thursday,9,,834,1
17.4728318,78.387634,654,2024-01-31 21:45:43,Kukatpally,Wednesday,21,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,580,2024-01-31 21:30:45,Kukatpally,Wednesday,21,KPHB4PHASEMAJIDA,881,1
17.4634039,78.385392,580,2024-01-31 19:30:46,Kukatpally,Wednesday,19,,833,1
17.4728318,78.387634,254,2024-01-31 19:15:44,Kukatpally,Wednesday,19,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-01-31 18:31:02,Kukatpally,Wednesday,18,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-01-31 18:15:47,Kukatpally,Wednesday,18,KPHB4PHASEMAJIDA,881,1
17.4728318,78.387634,254,2024-01-31 18:05:24,Kukatpally,Wednesday,18,KPHB4PHASEMAJIDA,881,1
17.4634039,78.385392,400,2024-01-31 12:04:20,Kukatpally,Wednesday,12,,833,1
17.4728318,78.387634,580,2024-01-31 11:45:49,Kukatpally,Wednesday,11,,833,1
17.4728318,78.387634,362,2024-01-31 11:15:44,Kukatpally,Wednesday,11,KPHB7THPHASE,833,1
17.4634039,78.385392,1418,2024-01-30 11:15:44,Kukatpally,Tuesday,11,,834,1
17.4741848,78.3881751,580,2024-01-30 10:15:45,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1926,2024-01-30 10:01:05,Kukatpally,Tuesday,10,,833,1
17.4728318,78.387634,1818,2024-01-30 09:45:43,Kukatpally,Tuesday,9,,833,1
17.4728318,78.387634,580,2024-01-30 08:45:43,Kukatpally,Tuesday,8,,833,1
17.4723852,78.4302629,1162,2024-01-29 12:45:44,Kukatpally,Monday,12,MOOSAPET,1073,1
17.4723852,78.4302629,1162,2024-01-29 12:30:49,Kukatpally,Monday,12,MOOSAPET,1073,1
17.4634039,78.385392,400,2024-01-29 11:00:44,Kukatpally,Monday,11,,833,1
17.4728318,78.387634,362,2024-01-29 10:31:04,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,1672,2024-01-29 10:15:43,Kukatpally,Monday,10,,833,1
17.4728318,78.387634,1054,2024-01-29 10:00:47,Kukatpally,Monday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,580,2024-01-29 09:45:43,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,400,2024-01-29 09:30:44,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4741848,78.3881751,254,2024-01-27 20:00:47,Kukatpally,Saturday,20,KPHB7THPHASE,833,1
17.4741848,78.3881751,254,2024-01-27 19:45:43,Kukatpally,Saturday,19,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-01-27 13:00:53,Kukatpally,Saturday,13,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-01-27 12:45:43,Kukatpally,Saturday,12,,833,1
17.4728318,78.387634,580,2024-01-25 11:00:46,Kukatpally,Thursday,11,,833,1
17.4728318,78.387634,254,2024-01-24 19:01:23,Kukatpally,Wednesday,19,KPHB4PHASEMAJIDA,881,1
17.4634039,78.385392,1418,2024-01-24 11:15:44,Kukatpally,Wednesday,11,,834,1
17.4728318,78.387634,436,2024-01-24 10:30:57,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-01-24 10:15:45,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4741848,78.3881751,908,2024-01-24 10:02:17,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,800,2024-01-24 09:15:44,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-01-24 09:00:56,Kukatpally,Wednesday,9,KPHB7THPHASE,833,1
17.4634039,78.385392,1418,2024-01-23 11:45:44,Kukatpally,Tuesday,11,,834,1
17.4634039,78.385392,1418,2024-01-23 11:01:16,Kukatpally,Tuesday,11,,834,1
17.4741848,78.3881751,908,2024-01-23 10:30:55,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1126,2024-01-23 10:15:43,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,1308,2024-01-23 09:45:43,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4741848,78.3881751,580,2024-01-23 09:30:45,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,800,2024-01-23 09:00:51,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-01-22 10:35:43,Kukatpally,Monday,10,,833,1
17.4634039,78.385392,1418,2024-01-22 10:16:05,Kukatpally,Monday,10,,834,1
17.4728318,78.387634,1054,2024-01-22 09:31:25,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,362,2024-01-22 09:15:44,Kukatpally,Monday,9,KPHB7THPHASE,833,1
17.4634039,78.385392,400,2024-01-22 09:15:44,Kukatpally,Monday,9,,833,1
17.4728318,78.387634,400,2024-01-19 18:45:44,Kukatpally,Friday,18,KHAITHLAPUR,882,1
17.4925942,78.3935586,290,2024-01-14 18:45:44,Kukatpally,Sunday,18,JNTU,879,1
17.49246,78.3934999,362,2024-01-14 18:15:44,Kukatpally,Sunday,18,JNTU,879,1
17.4925942,78.3935586,290,2024-01-14 18:02:42,Kukatpally,Sunday,18,JNTU,879,1
17.4925942,78.3935586,290,2024-01-14 17:45:44,Kukatpally,Sunday,17,JNTU,879,1
17.4634039,78.385392,400,2024-01-10 12:45:04,Kukatpally,Wednesday,12,,833,1
17.4634039,78.385392,400,2024-01-10 11:45:05,Kukatpally,Wednesday,11,,833,1
17.4634039,78.385392,400,2024-01-10 11:15:05,Kukatpally,Wednesday,11,,833,1
17.4741848,78.3881751,290,2024-01-10 10:15:05,Kukatpally,Wednesday,10,KPHB7THPHASE,833,1
17.4634039,78.385392,1672,2024-01-10 10:00:06,Kukatpally,Wednesday,10,,833,1
17.4634039,78.385392,400,2024-01-10 09:30:04,Kukatpally,Wednesday,9,,833,1
17.4634039,78.385392,1418,2024-01-10 09:00:04,Kukatpally,Wednesday,9,,834,1
17.4634039,78.385392,580,2024-01-09 21:15:04,Kukatpally,Tuesday,21,,833,1
17.4728318,78.387634,254,2024-01-09 11:15:07,Kukatpally,Tuesday,11,KPHB7THPHASE,833,1
17.4634039,78.385392,1418,2024-01-09 11:15:07,Kukatpally,Tuesday,11,,834,1
17.4634039,78.385392,800,2024-01-09 11:00:37,Kukatpally,Tuesday,11,,833,1
17.4728318,78.387634,2362,2024-01-09 10:45:07,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,254,2024-01-09 10:15:06,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,2654,2024-01-09 10:15:06,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,2362,2024-01-09 10:00:04,Kukatpally,Tuesday,10,KPHB7THPHASE,833,1
17.4728318,78.387634,2144,2024-01-09 09:30:04,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
17.4728318,78.387634,2144,2024-01-09 09:15:04,Kukatpally,Tuesday,9,KPHB7THPHASE,833,1
